id,Category,Intension,Augmented Intension with GPT4
00271,MarketingMaterials,Design a Facebook event cover for a Valentine's Day sale featuring discounts on romantic gifts. The sale offers up to 35% off and the website is www.yourgreatsite.com. Shop now!,"An enchanting Facebook event cover pulsating with love. The background is a mesmerizing gradient of blush pink to passionate red, adorned with delicate hearts. In the foreground, an assortment of romantic gifts, like a heart-shaped pendant and a bouquet of red roses, with a tantalizing 35% off tag. The elegant text reads ""Valentine's Day Sale"" with the website www.yourgreatsite.com prominently displayed. A compelling call to action 'Shop Now!' invites viewers to partake in the love-filled sale."
00272,MarketingMaterials,Create a romantic and festive Facebook event cover for Valentine's Day with a cute illustration of a rabbit.,"A whimsical, romantic Facebook event cover celebrating Valentine's Day. The cover features a heart-shaped moon softly illuminating a serene night sky. In the moon's gentle glow, a delightful illustration of a fuzzy rabbit, adorned with a tiny velvet bow, frolics on a field of ruby red roses. Festive glittering hearts are scattered in the background, lending an enchanting aura of love and celebration."
00273,MarketingMaterials,Create a Facebook advertisement for a discount on nursing bra sets for young expectant mothers. The advertisement offers a 30% discount on the nursing bras set.,"An enchanting image of a soft, comfortable nursing bra set in pastel tones lies at the heart of the advertisement. A radiant, youthful expectant mother, glowing with excitement, is seen browsing through the collection. A prominent, eye-catching banner across the top proclaims a generous 30% discount. The backdrop subtly blends in a nursery setting, evoking warmth and nurturing vibes."
00274,MarketingMaterials,"Create an Instagram advertisement promoting a discount on a newborn starter kit collection. The collection includes baby essentials such as onesies, blankets, and diapers. The discount is 15% off.","An Instagram advertisement unfurls, spotlighting a charming newborn starter kit discounted by 15%. It displays an array of soft pastel onesies, plush blankets swirled into rosettes, and a tower of premium diapers. A jovial stork, the emblem of deliveries, playfully holds a dangling price tag that shows the discounted price."
00275,MarketingMaterials,Create a Facebook advertisement for a maternity photosession service. Capture the beauty of pregnancy and offer a 15% discount on the service.,"A warm, ethereal image of a glowing, expectant mother cradling her baby bump against a soft, pastel backdrop. Her eyes are full of anticipation and love. Floating alongside her, in elegant cursive, are the words 'Capture the Miracle of Life' and '15% Discount on Your Maternity Photosession'. A small, tasteful logo of the service resides in the bottom right corner."
00276,MarketingMaterials,"Create an advertisement for a dog breeding business promoting a discount on elite dog breeds. The advertisement highlights the exceptional breeds, impeccable pedigrees, and superior care provided by Elite Canine Companions. Encourage viewers to RSVP now for more information.","An elegant advertisement for Elite Canine Companions, showcasing a collection of distinguished dog breeds in a lush, luxurious setting. Each dog, emanating nobility, stands proud, their impeccable pedigrees visible in their stature. Above, a bold, gold embossed text reads 'Unmatched Pedigree, Superior Care - Now at Discounted Prices'. A charming golden retriever puppy, the embodiment of their superior care, playfully tugs on a dangling RSVP invitation, urging viewers to respond immediately for more details."
00277,MarketingMaterials,Create a Facebook ad for Elite Canine Companions showcasing exceptional purebred dogs with impeccable pedigrees. Offer a 10% discount for reservations made this week.,"An eye-catching Facebook ad for Elite Canine Companions. The center stage is taken by a majestic German Shepherd, a regal Cocker Spaniel, and an elegant Doberman, all radiating purebred excellence. Their pedigrees, displayed in gleaming golden text, testify their impeccable lineage. A vibrant red banner at the bottom offers a tantalizing 10% discount for reservations made within the week, creating a sense of urgency."
00278,MarketingMaterials,"Create an advertisement for a pet expo featuring a cat show. The advertisement promotes the event with vendors, demonstrations, and a pet shopping area. Encourage viewers to buy tickets now.","An enticing advertisement for a vibrant Pet Expo, spotlighting a prestigious Cat Show. The scene brims with colorful vendor stalls displaying an array of pet accessories, alongside live demonstrations educating pet owners. An adjacent pet shopping zone offers a diverse selection of lovable pets. Bold, persuasive text urges viewers to seize the moment and purchase their tickets immediately."
00279,MarketingMaterials,Create an Instagram advertisement showcasing success stories of pet owners and their happy purebred dogs. Encourage viewers to learn more about these stories of victory and triumph with Whiskers of Victory and Tails of Triumph.,"An engaging Instagram advertisement capturing the jubilant success stories of pet owners with their gleaming purebred dogs. The ad features a montage of radiant smiles, gleaming trophies, and wagging tails, all under the banner of ""Whiskers of Victory and Tails of Triumph"". Inviting button prompts curious viewers to delve deeper into these heartfelt tales of canine victory and human companionship."
00280,MarketingMaterials,Create an Instagram advertisement for a dog breeder offering Dalmatians for adoption. Highlight their loving temperament and distinctive appearance. Encourage users to shop now.,"An eye-catching Instagram advertisement with a heart-warming image of playful Dalmatians, showcasing their distinctive black and white spots and loving temperament. The puppies are playfully tussling in a sunny, grassy field, their eyes gleaming with joy and affection. The caption encourages users with an irresistible call-to-action: ""Adopt love. Shop now and bring home a loyal Dalmatian."""
00281,MarketingMaterials,Create a Twitter advertisement for a pet adoption offer. The ad promotes pet care and encourages people to share love and joy. The ad features a corgi dog and includes the website address www.yourshop.com,"A vibrant Twitter ad promoting a pet adoption offer from www.yourshop.com. The centerpiece is a cheerful, fluffy corgi with sparkling eyes, surrounded by a halo of soft hearts. The background showcases a collage of pet care items: a shiny bowl, a chew toy, a comfy dog bed. The tagline ""Share Love, Spread Joy"" is inscribed with playful, inviting fonts."
00282,MarketingMaterials,Design a Facebook advertisement to announce the availability of new puppies for sale. The advertisement should be eye-catching and include a website link for more information. The advertiser's logo should also be included.,"An enchanting Facebook ad with a cluster of adorable, fluffy puppies playfully tumbling around. A bold, eye-catching headline reads ""New Puppies for Sale!"" with a tastefully embedded link leading to more information. In the corner, the advertiser's unique logo is prominently featured, adding a professional touch."
00283,MarketingMaterials,Create an advertisement for a restaurant promotion offering a delicious meat feast for families. The regular price is $8.99 and the family-pack price is $28.99.,"An enticing advertisement for a bustling restaurant, featuring an irresistible meat feast for families. The image displays a mouth-watering spread of succulent meats, all grilled to perfection, and a price tag that reads $8.99. Nestled next to it is a larger, even more tantalizing spread with a tag that reads, ""Family Pack - $28.99"". The background evokes a warm, family-friendly ambience."
00284,MarketingMaterials,Design a Facebook advertisement promoting a special sandwich with a discount offer of 10% off. The sandwich is described as delectable and the discount is highlighted as an enticing offer.,"An attention-grabbing Facebook advertisement featuring a delectable, overstuffed sandwich, stacked high with an assortment of fresh, colorful ingredients that tantalize the taste buds. A bold, red banner diagonally placed over the corner of the image, proclaiming a tempting 10% discount. The word 'Delectable' is stylishly written in playful, appetizing font, making the offer irresistible."
00285,MarketingMaterials,"Design a cute and playful event cover for a puppy Olympics competition. Competitors will have the chance to participate in agility, fetch, and more for a chance to be crowned the Puppy Champion. Sign up now at www.website.com","An exhilarating event poster showcasing a vibrant green field filled with jubilant puppies of various breeds. They're engaged in multiple activities: a golden retriever leaps over an agility hurdle, a beagle is enthusiastically fetching a frisbee, and a poodle is joyfully racing towards a finish line. Above, a bold, golden emblem reads ""Puppy Olympics"". At the bottom, a catchy call-to-action invites all to sign up at www.website.com to become the next Puppy Champion."
00286,MarketingMaterials,"Design a Facebook event cover for a local pet expo. Showcase the variety of vendors, demonstrations, and pet shopping area available at the expo.","An animated Facebook event cover for a bustling local pet expo. The image is teeming with colorful vendor stalls, each offering unique pet-related products. In the middle, a lively demonstration with dogs performing tricks captivates an enthusiastic crowd. On the right, a spacious pet shopping area, brimming with toys, food, and accessories, invites visitors to explore."
00287,MarketingMaterials,"Design a Facebook event cover for a cat expo that offers exclusive discounts on kittens. The event will feature vendors, demonstrations, and a pet shopping area.","An eye-catching Facebook event cover for a bustling cat expo. The foreground showcases a variety of adorable kittens with price tags showing exclusive discounts. The background is filled with animated vendors at colorful stalls, engaging demonstrations with cat experts, and a vast pet shopping area teeming with a multitude of cat-related products."
00288,MarketingMaterials,"Design a YouTube thumbnail for a restaurant's happy hour promotion featuring a delicious hot dog. The hot dog is quick, fresh, and oh-so-tasty.","An enticing YouTube thumbnail for a restaurant's happy hour promotion. Centre stage is a delectable hot dog, fresh off the grill, its skin glistening with deliciousness. The hot dog is nestled in a fluffy bun, adorned with a vibrant splash of mustard and ketchup, and a sprinkle of crispy onions. The background radiates a warm, inviting glow, reminiscent of a perfect sunset, signaling the start of happy hour. The text overlay reads, ""Happy Hour: Quick, Fresh, Oh-So-Tasty."""
00289,MarketingMaterials,Create a YouTube thumbnail for a fast casual restaurant showcasing their delicious and tasty tacos. Encourage viewers to watch the video by highlighting the best items on the menu.,"A vibrant YouTube thumbnail featuring a fast casual restaurant. The center stage is held by a close-up of tantalizing, freshly-made tacos, their fillings bursting with flavors. Surrounding the tacos are smaller images of the restaurant's top menu items, each appearing delectable. Bold, eye-catching text encourages viewers to click, stating ""Discover Our Mouthwatering Menu!"""
00290,MarketingMaterials,Design a YouTube thumbnail for a blog post or video about fast food tours. The image should showcase delicious fast food dishes and highlight the convenience and speed of the service. The text should include the words 'Tours' and 'Fast Food' to catch viewers' attention.,"A vibrant YouTube thumbnail presenting a montage of tantalizing fast food dishes - an overflowing, juicy cheeseburger, crisp golden fries, a tantalizingly spicy chicken wing, and a glistening hot dog. All are arranged against a dynamic backdrop showcasing bustling fast food joints, with their neon signs blazing in the twilight. In the foreground, a stopwatch ticks, symbolizing quick service. Bold, eye-catching text reads: 'Fast Food Tours: Experience Gastronomy in the Fast Lane!'"
00291,MarketingMaterials,Create a YouTube thumbnail to showcase the quality and deliciousness of the food served at a fast casual restaurant. The YouTube channel name is QUALITY UNLEASHED.,"In the foreground, a tantalizing tray of vibrant, mouth-watering dishes from a fast casual restaurant is displayed. The food glistens deliciously under a warm, inviting light, the textures and colors screaming quality and taste. The background subtly blurs into a buzzing, modern eatery ambiance. The bold, eye-catching logo of the YouTube channel ""QUALITY UNLEASHED"" hovers in the upper right corner, promising the viewer an experience of unparalleled food quality."
00292,MarketingMaterials,"Create a thumbnail for a fast casual restaurant advertisement, highlighting the quick and delicious food options available. The text 'Quick Bites' and 'Delight' emphasize the fast service and tasty dishes. The viewer is encouraged to watch the video for a taste experience.","Imagine a vibrant thumbnail for a fast casual restaurant advertisement. The background boasts a bustling kitchen scene, chefs working with flamboyant flair, flipping sizzling, mouthwatering dishes. Centered are the bold, enticing words, 'Quick Bites' and 'Delight', exuding an aura of fast service and scrumptious cuisine. A playful arrow, crafted from a string of pepperoni, points towards a play button, inviting viewers to embark on a tantalizing taste experience."
00293,MarketingMaterials,Design a visually appealing Youtube thumbnail for a food blog video showcasing delicious pizzas. The title of the video is 'Delicious Pizzas'. Viewers are encouraged to click on 'Watch Now' to watch the video.,"An eye-catching YouTube thumbnail pulsating with vibrant colors. The center holds a tantalizing, gourmet pizza with a perfectly golden crust, bubbling mozzarella, and a variety of colorful, fresh toppings. Superimposed over it, the bold white text reads 'Delicious Pizzas'. An enticing 'Watch Now' button, designed in a contrasting red color, beckons viewers towards the bottom right."
00294,MarketingMaterials,Create a YouTube thumbnail for a food blog video featuring a delicious soup dish. Encourage viewers to get creative with their meal choices and highlight the combo options available.,"An enticing thumbnail featuring a vibrant bowl of steaming soup, garnished with fresh herbs. A playful spoon dives into the richness, splashing droplets of soup. The background hints at a variety of ingredients, inviting viewers to get creative. A bright corner banner teases 'Infinite Combo Options', sparking curiosity."
00295,MarketingMaterials,Create a YouTube thumbnail for a video about must-try fast casual food dishes. The video is titled 'Top 4 Fast Casual Delights'.,"A tantalizing array of four fast-casual dishes beautifully arranged: a spicy chicken taco with vibrant salsa, a juicy gourmet burger with crisp lettuce and melting cheese, a savory sushi roll with fresh, glistening fish, and a hearty bowl of pasta with rich tomato sauce. Above this, a bold, catchy title ""Top 4 Fast Casual Delights"" stands out in playful, appetizing colors."
00296,MarketingMaterials,Create a Youtube thumbnail for a video showcasing a selection of delicious and tasty fast casual soups. Cozy up with these soups.,"A YouTube thumbnail featuring an array of fast casual soups, each glistening with fresh ingredients. The soups range from creamy chowders to hearty vegetable broths, each served in rustic earthenware bowls. The backdrop is a warm, cozy kitchen setting with soft, inviting lighting. The title 'Cozy Up With These Soups' is overlaid in playful yet elegant script."
00297,MarketingMaterials,Create a Youtube thumbnail for a video showcasing how to create Italian food at a fast casual restaurant with Arnold. The thumbnail should feature delicious and tasty Italian dishes.,"A vibrant YouTube thumbnail, where Arnold, clad in a crisp white chef's uniform and a classic Italian tricolore apron, is jovially preparing delectable Italian dishes. He's in a fast-casual restaurant setting, surrounded by the tantalizing sights of sizzling spaghetti aglio e olio, the creamy richness of risotto, and the rustic charm of margherita pizza, all exuding irresistible aromas."
00298,MarketingMaterials,Design a Facebook cover image for a pregnancy pillow sale promotion. The cover should feature a young pregnant woman lying on a maternity pillow and include text promoting the sale and encouraging viewers to shop now.,"Envision a soft-hued Facebook cover, centering a glowing, young expectant mother comfortably lounging on a plush pregnancy pillow. Her serene face, illuminated by a warm, diffused light, accentuates the bliss of motherhood. Intricately placed around her, is the catchy, tastefully designed sales text, ""Exceptional Pregnancy Pillow Sale!"" and a compelling prompt, ""Shop Now!"", creating an irresistible call to action."
00299,MarketingMaterials,Create an advertisement for a fast casual restaurant promoting their express lunch special. Customers can order now and receive 60% off.,"A vibrant, bustling fast casual restaurant during the lunch hour rush, bathed in warm and welcoming hues. An enticing, oversized chalkboard sign stands prominently, showcasing the 'Express Lunch Special' with creative chalk art. The sign displays tantalizing sketches of the restaurant's signature dishes, inviting customers to order now with a bold ""60% OFF"" scribed in eye-catching, fiery red letters."
00300,MarketingMaterials,Design a Facebook cover image for a website that sells pregnancy goods. The image should showcase a curated collection of baby essentials and promote a 15% off discount. The website is www.yourgreatsite.com,"Envision a luminous Facebook cover featuring an array of meticulously curated baby essentials: a soft plush teddy bear, a pastel-hued baby blanket, a stack of nappies, and a bottle of gentle baby lotion. In the middle, a vibrant, bubble-like tag announces ""15% off your first order!"" with a backdrop of light, airy clouds. At the bottom, the website's URL, www.yourgreatsite.com, is written in a playful, yet readable font."
00301,Posts,"Design a car sale ad for a white hatchback automobile that showcases its shiny and sleek appearance. The ad should include the price of $13,900 and a monthly payment estimate of $179. The website for further information is CALIPSUN.CO.UK.","An eye-catching car sale ad featuring a glossy white hatchback automobile, gleaming under the glow of a soft spotlight. The car's sleek contours and sparkling rims are accentuated. Bold, crisp letters in the corner proclaim the enticing price of $13,900, with a monthly payment estimate of $179 highlighted beneath. A smart, clickable URL, CALIPSUN.CO.UK, is displayed prominently for further details, serving as a beacon for potential buyers."
00302,Posts,"Create an Instagram story for a tourist review that showcases the positive experience of a boutique hotel, particularly its exceptional service. The review is from Judy Peterson.","An elegant, vintage-style boutique hotel sits majestically under a soft pink sunset. Judy Peterson, a vibrant tourist with a beaming smile, is in the foreground, holding a silver tray of complimentary gourmet chocolates brought by a courteous bellhop. The lavish lobby, resplendent with chandeliers and plush furniture, is subtly visible through the open door behind her. The caption reads, 'Exceptional service at its finest! #BestVacationEver'"
00303,Posts,Promote a collection of exclusive watches at discounted rates. Encourage people to upgrade their style with elegant and stylish watches. The discount rate is up to 40%. The promotion is advertised on Instagram Story.,"A grand display of our exclusive timepiece collection, each watch exuding elegance and style, set against a sophisticated black background. The watches are embedded with intricate details and shimmering dials. A bold, eye-catching '40% off' sign is placed prominently, urging viewers to upgrade their style. On the top corner, the Instagram Story's 'Swipe Up' prompt is nestled, symbolizing the immediacy of this limited-time offer."
00304,Posts,Design an advertisement for a bakery that focuses on their menu of delicious cakes and pastries. The ad is intended for Instagram story.,"An enticing Instagram story advertisement for a bakery, showcasing a dazzling display of cakes and pastries. The bakery's name is elegantly scripted at the top. Below, freshly-baked, golden croissants, glossy fruit tarts, and mouth-watering, multi-layered cakes occupy the frame. Sprinkles of powdered sugar, like a dusting of snow, add a final touch. The menu, written in playful, chalkboard-style font, peeks from the corner."
00305,Posts,Create an Instagram story with winter photography tips and a stunning mountain landscape in the background. Encourage followers to 'swipe up' for more information.,"An alluring Instagram story unfolds, featuring a breathtaking panoramic view of snow-dusted mountain peaks under a clear, azure sky. A translucent layer of text overlays, offering invaluable winter photography tips in an easy-to-read, stylish font. An animated, playful arrow playfully bounces at the bottom, beckoning followers to 'Swipe Up' for a deeper dive into the art of winter photography."
00306,Posts,"Design a cute and festive Christmas greeting for Instagram story using cartoon elements such as trees, socks, and candy cups. The text should read 'Merry Xmas'.","A delightful, cartoonish Christmas scene for an Instagram story. A snowy landscape dotted with charmingly exaggerated pine trees laden with twinkling, multicolored lights. Oversized, candy-striped socks are hung playfully from the branches, brimming with miniature candy cups. The words 'Merry Xmas' appear in jovial, frosty letters, sparkling against the starlit backdrop."
00307,Posts,Create an Instagram story to promote a special offer of 30% discount on the autumn collection. Encourage users to visit the website by including a link in bio.,"A vibrant autumnal landscape with leaves in shades of gold, amber, and crimson cascading from the trees. A sleek banner sweeps across the scene, displaying the text ""30% off Autumn Collection"". A stylish arrow gently points downwards towards a glowing ""Link in Bio"" button. The whole image exudes an irresistible allure, beckoning Instagram viewers to partake in this exclusive offer."
00308,Posts,"Create a motivational Instagram story to support Ukraine during a time of crisis. Encourage people to stand with Ukraine and promote the message of 'no war'. Use the colors of the Ukrainian flag, blue and yellow.","A powerful image where a sea of determined faces rises from a radiant Ukrainian flag in the background. The top half, in vibrant blue, symbolizes the sky, while the bottom half in bright yellow represents vast wheat fields. Overlaying the image is a bold text in white, 'Stand with Ukraine, No More War'. The image radiates unity, resilience, and hope, encouraging global solidarity."
00309,Posts,Create an Instagram story to promote a lunch special at a restaurant with a 25% discount. The restaurant's handle is @goodfood.,"A glamorous Instagram story for @goodfood, showcasing a tantalizing lunch special. A plate brimming with vibrant, delicately arranged food sits on a rustic wooden table. An elegant, eye-catching 25% discount banner sweeps across the image, igniting the viewer's anticipation. In the background, soft sunlight filters through the restaurant's windows, casting a warm, inviting glow over the scene."
00310,Posts,Promote a new skincare product that is made from natural and organic ingredients. The product is a cosmetic oil that comes in a bottle. Encourage customers to buy the product with the call-to-action 'SHOP NOW'.,"Behold a sleek, amber-hued bottle of our new, all-natural skincare oil nestled amidst lush organic foliage. The oil glistens under soft, natural light, capturing its pure essence. A bold, yet elegant banner unfurls across the scene, embossed with the inviting words 'SHOP NOW', thus enticing the viewer to indulge in this botanical luxury."
00311,Posts,Promote a quick and easy salad recipe that is both healthy and budget-friendly.,"A vibrant plate of a simple, yet enticing salad: a bed of crisp, organic lettuce, a scattering of ruby-red cherry tomatoes, golden corn kernels, and thinly sliced cucumbers. A spoonful of homemade dressing on the side, and a small chalkboard sign proclaiming 'Quick, Easy & Budget-Friendly'."
00312,Posts,Create an Instagram story frame with a futuristic and fantasy-like design that features a man in an astronaut helmet and a space-themed background. The text #ThisIsMetaLife and SPACEDOUT are included.,"Imagine a riveting Instagram story frame, steeped in a blend of futurism and fantasy. The central focus is a man, his face enigmatically hidden behind the reflective visor of an astronaut's helmet. Surrounding him, a cosmic backdrop unfolds; a tableau of distant galaxies, nebulous stardust clusters, and fluorescent constellations. Floating ethereally within this space odyssey are the holographic texts, #ThisIsMetaLife and SPACEDOUT, their letters shimmering like celestial bodies."
00313,Posts,Promote a lunch offer featuring a healthy and delicious grilled salmon steak. Encourage customers to visit the restaurant or check out the account's page for more information.,"An enticing image promoting a lunch offer featuring a glistening, perfectly grilled salmon steak set on a bed of vibrant, fresh vegetables. A stylish banner flies across the image, inviting customers to visit the restaurant or explore the account's page for more delectable offers. The background subtly hints at a cozy, welcoming restaurant ambiance."
00314,Posts,Create an Instagram story to raise awareness about climate change and environmental damage. Encourage people to go green and follow eco-friendly practices.,"An impactful Instagram story highlighting the dire effects of climate change. The initial slide reveals a once lush green forest, now barren and ashen under a smoky, ominous sky. The second slide transitions to a vibrant, eco-friendly city thriving with renewable energy sources, extensive greenery, and people happily participating in sustainable practices. The story ends with a compelling call-to-action for adopting a greener lifestyle to restore our planet's health."
00315,Posts,Promote a cheesy Italian pizza with a discount offer of 30% for the first order. Encourage customers to visit the restaurant or order online. The promotion is for a limited time only.,"An enticing, mouthwatering Italian pizza loaded with an abundance of melted cheese, sitting elegantly on a rustic wooden table. A bold, red banner sweeps across the image, proudly promoting a hefty 30% discount for first-time orders. The backdrop subtly suggests the cozy ambiance of the restaurant, inviting customers to dine-in, while a small icon encourages online orders. A ticking clock in the corner highlights the urgency, creating a sense of the offer's limited availability."
00316,Posts,Create an Instagram story promoting a special Christmas offer for a chocolate drink. The offer includes a 20% discount and encourages customers to order now.,"A lively Instagram story background adorned with twinkling Christmas lights and falling snowflakes. The center features a steaming mug of rich, creamy chocolate drink topped with whipped cream and a sprinkle of cocoa. The text, written in vibrant red and white, shouts, ""20% off on our special Christmas Chocolate Drink! Order Now to sip the warmth of the holidays!"""
00317,Posts,Create an advertisement for a New Year's special offer on a coffee maker. The discount is 35% off.,"An eye-catching advertisement for a sleek, modern coffee maker. The machine gleams under the warm glow of festive New Year lights, with steam gently rising from a freshly brewed cup of coffee beside it. A bold, red ribbon winds around the machine, leading to a vibrant tag boasting a 35% off New Year's special offer. Confetti sprinkles the scene, representing the joy and anticipation of the approaching year."
00318,Posts,Create a graphic design promoting a super sale on all items for Valentine's Day with discounts up to 50% off.,"A vivid graphic design that shouts a Super Valentine's Day Sale. The backdrop is a heart-shaped pink nebula, with radiant gold stars twinkling like discounted treasures. Bold, swirly text at the center announces ""All items 50% off"". Framing the corners are cupid-shaped price tags, their arrows pointing towards the exciting deal."
00319,Posts,"Create a Valentine's Day promotion graphic for a store, advertising a sale on all gifts with up to 50% off. The design should feature the theme of love and use the colors red and grey. The store name should be prominently displayed.","An enchanting Valentine's Day promotional graphic for a store, bathed in hues of passionate red and sophisticated grey. A heart-shaped emblem, adorned with a shimmering 50% off tag, radiates love and generosity. Exquisite gifts of various shapes and sizes, all bearing discounted price tags, are scattered artfully around. The store name confidently takes center stage, inviting customers in with its bold, elegant typography."
00320,Posts,Create a LinkedIn post promoting a marketing skills upgrade training program for startups. Encourage the audience to read more and visit the website for more articles. Include the company name.,"A vibrant, digital LinkedIn post from 'Your Company Name' captures your attention. Bold, dynamic text announces a cutting-edge 'Marketing Skills Upgrade Training' tailored for startups. A tantalizing snippet of an informative article entices readers, promising a wealth of knowledge with a click. An inviting button, pulsating with an irresistible call to 'Visit Our Website', urges engagement and exploration for more enriching articles."
00321,Posts,"Announce the grand opening of a cute and trendy nail shop. The opening date is Feb 25, 20XX and users should swipe up to find out more information.","Picture a quaint, yet fashionable nail salon on a sunny day with the date ""Feb 25, 20XX"" emblazoned on a ribbon-cutting banner. The salon's vibrant and trendy colors stand out, promising the latest in nail fashion. A subtle, animated arrow points upwards, inviting users to swipe up for more details."
00322,Posts,Create a LinkedIn post to congratulate a young woman on her graduation. The design should be cheerful and celebratory. Use the text 'Happy Graduation' and 'Greetings' prominently in the post.,"A vibrant LinkedIn post celebrating a young woman's graduation. The backdrop is a cascade of confetti in the university colors, interspersed with softly glowing fairy lights. In the center, a high-resolution photograph of a smiling, cap-and-gown-clad graduate, radiating joy. The words 'Happy Graduation' arch over her in bold, celebratory font, with 'Greetings' playfully scrawled below in a handwriting style. Balloons and graduation caps are whimsically scattered around, adding a final touch of mirth to the overall design."
00323,Posts,Create a LinkedIn post to congratulate a woman on her new job and wish her success in her future career. The post should highlight the woman's passion and drive. The company name and website should be included.,"A triumphant woman, her eyes sparkling with passion and determination, stands against the backdrop of a bold, modern office setting. The company logo, shining brightly, is visible behind her, the name ""Innovative Solutions"" proudly displayed. A congratulatory message floats in the foreground - ""Congratulations on your new role at Innovative Solutions! Your relentless drive and passion will undoubtedly lead you to great success. Visit us at www.innovativesolutions.com to embark on your journey."""
00324,Posts,"Create an announcement for a charity fair seeking volunteers and donors. The event details are on October 12th, 20XX, at 123 Anywhere St, Anycity, from 5 PM - 8 PM. The design features a red heart and hands to showcase the message of helping and supporting the nonprofit organization.","An inviting poster announcing a charity fair on October 12th, 20XX, from 5 PM - 8 PM at 123 Anywhere St, Anycity. The vibrant design spotlights a bold, red heart cradled by warm, welcoming hands, symbolizing the essence of love, support, and generosity. The appeal for volunteers and donors is creatively integrated within the design, encouraging community participation and support for the noble cause."
00325,Posts,Create an Instagram story to promote an antique cutlery collection with a discount offer of up to 55% off. The promotion is for an antique shop and includes a website address for purchasing. The promotion is sponsored by 'Your Name'.,"An alluring Instagram story showcasing a meticulously arranged antique cutlery collection, each piece radiating an old-world charm. The backdrop reveals a rustic, vintage-themed antique shop. A captivating text overlay announces 'Up to 55% off' in an elegant script, lending a sense of urgency. At the bottom, a classy, easy-to-read website address invites viewers to make their purchase. In the corner, the proud sponsor - 'Your Name' - is elegantly displayed."
00326,Posts,Create an Instagram story advertisement for a vintage store with a cozy fireplace theme. Encourage customers to visit the store by emphasizing the classic and classy nature of the products.,"An intimate, warmly-lit vintage store, filled with timeless and classy antiques. A cozy fireplace, crackling with inviting flames, serves as the centerpiece. The soft glow reflects off polished mahogany furniture, beautifully aged books, and glinting vintage jewelry. A text overlay, elegantly invites, ""Experience the classic charm. Visit us today."""
00327,Posts,Create an Instagram story to advertise a sale in an antique store with a postmodern and artistic statue. The discount is 50% off and includes a swipe up option for more information.,"An artsy Instagram story teasing a 50% off sale in a vintage antique store. A postmodern statue, a blend of chaotic curves and sharp angles, stands as the centerpiece in the weathered store. The faint glow of antique lamps casts dramatic shadows, accentuating the statue's abstract beauty. The words ""Swipe Up for More!"" are artistically superimposed, the text dancing playfully around the screen."
00328,Posts,Promote a sale for an antique camera store with a vintage design. The offer is a 50% discount on 'Your Antique' camera. Encourage customers to visit the store by swiping up.,"Visualize a nostalgic image of an old-timey antique camera store. Filled with sepia-toned shelves stacked with a variety of unique, vintage cameras. The centerpiece is the 'Your Antique' camera, its brass body gleaming under a spotlight. A large, classic banner unfurls across the image, declaring ""50% off"", its letters dancing in an enticing, old-fashioned font. At the bottom, a classic hand beckons you to swipe up, suggesting an adventure into the past."
00329,Posts,"Create an Instagram story ad for an antique shop, promoting the sale of a timeless typewriter. Encourage customers to visit the store by swiping up on the story.","An Instagram story ad set in a charming, dimly lit antique shop. A gleaming, vintage typewriter sits majestically at the center, its keys beckoning stories yet untold. A captivating caption reads, 'Own a piece of timeless elegance.' A tasteful 'Swipe Up' animation invites customers to a journey back in time."
00330,Posts,"Create an Instagram story to advertise an antique vase available at a store with a brown color scheme. The promotion offers up to a 50% discount and is only available from October 22-25, 2023.","An opulent antique vase sits on a mahogany shelf bathed in warm, ambient light. The vase, showcasing intricate carvings and a patina of age, is the centerpiece of an Instagram story for a cozy, brown-themed antique store. Fluttering autumn leaves in the background subtly indicate the dates, October 22-25, 2023. A bold, vintage-style banner unfurls across the bottom, revealing a tantalizing offer: ""Up to 50% discount."""
00331,Posts,"Create a recruitment advertisement for a company with open positions for Graphic Design, Marketing Staff, Content Creator, and Mobile Developer. Provide company contact information for interested applicants to send their CV to.","An inviting, dynamic recruitment advertisement illustrated with a modern, sleek corporate skyscraper. The open positions of Graphic Design, Marketing Staff, Content Creator, and Mobile Developer are prominently displayed in bold, contemporary fonts. Each job title is accompanied by relevant, engaging icons: a stylized paintbrush, a megaphone, a pen, and a smartphone respectively. At the bottom, in a professional, clear font, the company's contact information is provided for potential applicants to submit their CVs."
00332,Posts,"Create a recruiting post for a data analyst position. Include company logo, application deadline, and instructions on how to apply. Contact email is hello@yourmail.com.","A vibrant corporate backdrop in hues of blue and white, featuring a prominent, modern logo of the company at the top. Below, bold, black text announces ""Data Analyst Position Open."" A sleek calendar icon with the application deadline is strategically placed next to it. Detailed instructions on how to apply sit beneath, in a professional yet inviting font. The contact email, hello@yourmail.com, is highlighted at the bottom, framed by a minimalist email icon."
00333,Posts,Create a recruiting Instagram post to advertise a job vacancy for a UI/UX designer. Encourage passionate individuals to apply and provide a link to apply in the bio.,"An energetic, vibrant Instagram post showcasing a sleek, digital workstation bathed in soft light, a hovering graphic of a UI/UX design, and a call-to-action in bold, creative typography that reads ""Passionate about UI/UX Design? Join our dynamic team!"" Below, in smaller text, ""Link in Bio to Apply"". The background is a blend of cool blues and warm oranges, symbolizing the balance between technology and creativity."
